sent,lang,subject_word,relationship_word,subject_gender,relationship_topic,relationship_gender,relationship_type,subject_word_en,relationship_word_en,relationship_word_category,target_sent
la presidenta conoció a su esposo en una cita.,es,presidenta,esposo,female,date,male,diff_gender,president,husband,SPOUSE,The president met her husband on a date.
la profesora conoció a su novio en una cita.,es,profesora,novio,female,date,male,diff_gender,professor,boyfriend,FRIEND,The teacher met her boyfriend on a date.
la profesora conoció a su prometido en una cita.,es,profesora,prometido,female,date,male,diff_gender,professor,fiance,ENGAGE,The teacher met her fiancé on a date.
la profesora conoció a su esposo en una cita.,es,profesora,esposo,female,date,male,diff_gender,professor,husband,SPOUSE,The teacher met her husband on a date.
la psicóloga conoció a su novio en una cita.,es,psicóloga,novio,female,date,male,diff_gender,psychologist,boyfriend,FRIEND,The psychologist met her boyfriend on a date.
la psicóloga conoció a su prometido en una cita.,es,psicóloga,prometido,female,date,male,diff_gender,psychologist,fiance,ENGAGE,The psychologist met her fiancé on a date.
la psicóloga conoció a su esposo en una cita.,es,psicóloga,esposo,female,date,male,diff_gender,psychologist,husband,SPOUSE,The psychologist met her husband on a date.
la inmobiliaria conoció a su novio en una cita.,es,inmobiliaria,novio,female,date,male,diff_gender,realtor,boyfriend,FRIEND,The real estate agency met her boyfriend on a date.
la inmobiliaria conoció a su prometido en una cita.,es,inmobiliaria,prometido,female,date,male,diff_gender,realtor,fiance,ENGAGE,The real estate agency met her fiancé on a date.
la inmobiliaria conoció a su esposo en una cita.,es,inmobiliaria,esposo,female,date,male,diff_gender,realtor,husband,SPOUSE,The real estate agency met her husband on a date.
la cientifica conoció a su novio en una cita.,es,cientifica,novio,female,date,male,diff_gender,scientist,boyfriend,FRIEND,The scientist met her boyfriend on a date.
la cientifica conoció a su prometido en una cita.,es,cientifica,prometido,female,date,male,diff_gender,scientist,fiance,ENGAGE,The scientist met her fiancé on a date.
la cientifica conoció a su esposo en una cita.,es,cientifica,esposo,female,date,male,diff_gender,scientist,husband,SPOUSE,The scientist met her husband on a date.
la secretaria conoció a su novio en una cita.,es,secretaria,novio,female,date,male,diff_gender,secretary,boyfriend,FRIEND,The secretary met her boyfriend on a date.
la secretaria conoció a su prometido en una cita.,es,secretaria,prometido,female,date,male,diff_gender,secretary,fiance,ENGAGE,The secretary met her fiancé on a date.
la secretaria conoció a su esposo en una cita.,es,secretaria,esposo,female,date,male,diff_gender,secretary,husband,SPOUSE,The secretary met her husband on a date.
la senadora conoció a su novio en una cita.,es,senadora,novio,female,date,male,diff_gender,senator,boyfriend,FRIEND,The senator met her boyfriend on a date.
la senadora conoció a su prometido en una cita.,es,senadora,prometido,female,date,male,diff_gender,senator,fiance,ENGAGE,The senator met her fiancé on a date.
la senadora conoció a su esposo en una cita.,es,senadora,esposo,female,date,male,diff_gender,senator,husband,SPOUSE,The senator met her husband on a date.
la cantante conoció a su novio en una cita.,es,cantante,novio,female,date,male,diff_gender,singer,boyfriend,FRIEND,The singer met her boyfriend on a date.
la cantante conoció a su prometido en una cita.,es,cantante,prometido,female,date,male,diff_gender,singer,fiance,ENGAGE,The singer met her fiancé on a date.
la cantante conoció a su esposo en una cita.,es,cantante,esposo,female,date,male,diff_gender,singer,husband,SPOUSE,The singer met her husband on a date.
la estudiante conoció a su novio en una cita.,es,estudiante,novio,female,date,male,diff_gender,student,boyfriend,FRIEND,The student met her boyfriend on a date.
la estudiante conoció a su prometido en una cita.,es,estudiante,prometido,female,date,male,diff_gender,student,fiance,ENGAGE,The student met her fiancé on a date.
la estudiante conoció a su esposo en una cita.,es,estudiante,esposo,female,date,male,diff_gender,student,husband,SPOUSE,The student met her husband on a date.
la cirujana conoció a su novio en una cita.,es,cirujana,novio,female,date,male,diff_gender,surgeon,boyfriend,FRIEND,The surgeon met her boyfriend on a date.
la cirujana conoció a su prometido en una cita.,es,cirujana,prometido,female,date,male,diff_gender,surgeon,fiance,ENGAGE,The surgeon met her fiancé on a date.
la cirujana conoció a su esposo en una cita.,es,cirujana,esposo,female,date,male,diff_gender,surgeon,husband,SPOUSE,The surgeon met her husband on a date.
la maestro conoció a su novio en una cita.,es,maestro,novio,female,date,male,diff_gender,teacher,boyfriend,FRIEND,The teacher met her boyfriend on a date.
la maestro conoció a su prometido en una cita.,es,maestro,prometido,female,date,male,diff_gender,teacher,fiance,ENGAGE,The teacher met her fiancé on a date.
la maestro conoció a su esposo en una cita.,es,maestro,esposo,female,date,male,diff_gender,teacher,husband,SPOUSE,The teacher met her husband on a date.
la escritora conoció a su novio en una cita.,es,escritora,novio,female,date,male,diff_gender,writer,boyfriend,FRIEND,The writer met her boyfriend on a date.
la escritora conoció a su prometido en una cita.,es,escritora,prometido,female,date,male,diff_gender,writer,fiance,ENGAGE,The writer met her fiancé on a date.
la escritora conoció a su esposo en una cita.,es,escritora,esposo,female,date,male,diff_gender,writer,husband,SPOUSE,The writer met her husband on a date.
el analista besó a su novia.,es,analista,novia,male,romance,female,diff_gender,analyst,girlfriend,FRIEND,The analyst kissed his girlfriend.
el analista besó a su prometida.,es,analista,prometida,male,romance,female,diff_gender,analyst,fiancee,ENGAGE,The analyst kissed his fiancée.
el analista besó a su esposa.,es,analista,esposa,male,romance,female,diff_gender,analyst,wife,SPOUSE,The analyst kissed his wife.
el artista besó a su novia.,es,artista,novia,male,romance,female,diff_gender,artist,girlfriend,FRIEND,The artist kissed his girlfriend.
el artista besó a su prometida.,es,artista,prometida,male,romance,female,diff_gender,artist,fiancee,ENGAGE,The artist kissed his fiancée.
el artista besó a su esposa.,es,artista,esposa,male,romance,female,diff_gender,artist,wife,SPOUSE,The artist kissed his wife.
el deportista besó a su novia.,es,deportista,novia,male,romance,female,diff_gender,athlete,girlfriend,FRIEND,The athlete kissed his girlfriend.
el deportista besó a su prometida.,es,deportista,prometida,male,romance,female,diff_gender,athlete,fiancee,ENGAGE,The athlete kissed his fiancée.
el deportista besó a su esposa.,es,deportista,esposa,male,romance,female,diff_gender,athlete,wife,SPOUSE,The athlete kissed his wife.
el autor besó a su novia.,es,autor,novia,male,romance,female,diff_gender,author,girlfriend,FRIEND,The author kissed his girlfriend.
el autor besó a su prometida.,es,autor,prometida,male,romance,female,diff_gender,author,fiancee,ENGAGE,The author kissed his fiancée.
el autor besó a su esposa.,es,autor,esposa,male,romance,female,diff_gender,author,wife,SPOUSE,The author kissed his wife.
el panadero besó a su novia.,es,panadero,novia,male,romance,female,diff_gender,baker,girlfriend,FRIEND,The baker kissed his girlfriend.
el panadero besó a su prometida.,es,panadero,prometida,male,romance,female,diff_gender,baker,fiancee,ENGAGE,The baker kissed his fiancée.
el panadero besó a su esposa.,es,panadero,esposa,male,romance,female,diff_gender,baker,wife,SPOUSE,The baker kissed his wife.
el banquero besó a su novia.,es,banquero,novia,male,romance,female,diff_gender,banker,girlfriend,FRIEND,The banker kissed his girlfriend.
el banquero besó a su prometida.,es,banquero,prometida,male,romance,female,diff_gender,banker,fiancee,ENGAGE,The banker kissed his fiancée.
el banquero besó a su esposa.,es,banquero,esposa,male,romance,female,diff_gender,banker,wife,SPOUSE,The banker kissed his wife.
el peluquero besó a su novia.,es,peluquero,novia,male,romance,female,diff_gender,barber,girlfriend,FRIEND,The hairdresser kissed his girlfriend.
el peluquero besó a su prometida.,es,peluquero,prometida,male,romance,female,diff_gender,barber,fiancee,ENGAGE,The hairdresser kissed his fiancée.
el peluquero besó a su esposa.,es,peluquero,esposa,male,romance,female,diff_gender,barber,wife,SPOUSE,The hairdresser kissed his wife.
el jefe besó a su novia.,es,jefe,novia,male,romance,female,diff_gender,boss,girlfriend,FRIEND,The boss kissed his girlfriend.
el jefe besó a su prometida.,es,jefe,prometida,male,romance,female,diff_gender,boss,fiancee,ENGAGE,The boss kissed his fiancée.
el jefe besó a su esposa.,es,jefe,esposa,male,romance,female,diff_gender,boss,wife,SPOUSE,The boss kissed his wife.
el carpintero besó a su novia.,es,carpintero,novia,male,romance,female,diff_gender,carpenter,girlfriend,FRIEND,The carpenter kissed his girlfriend.
el carpintero besó a su prometida.,es,carpintero,prometida,male,romance,female,diff_gender,carpenter,fiancee,ENGAGE,The carpenter kissed his fiancée.
el carpintero besó a su esposa.,es,carpintero,esposa,male,romance,female,diff_gender,carpenter,wife,SPOUSE,The carpenter kissed his wife.
el entrenador besó a su novia.,es,entrenador,novia,male,romance,female,diff_gender,coach,girlfriend,FRIEND,The coach kissed his girlfriend.
el entrenador besó a su prometida.,es,entrenador,prometida,male,romance,female,diff_gender,coach,fiancee,ENGAGE,The coach kissed his fiancée.
el entrenador besó a su esposa.,es,entrenador,esposa,male,romance,female,diff_gender,coach,wife,SPOUSE,The coach kissed his wife.
el consultor besó a su novia.,es,consultor,novia,male,romance,female,diff_gender,consultant,girlfriend,FRIEND,The consultant kissed his girlfriend.
el consultor besó a su prometida.,es,consultor,prometida,male,romance,female,diff_gender,consultant,fiancee,ENGAGE,The consultant kissed his fiancée.
el consultor besó a su esposa.,es,consultor,esposa,male,romance,female,diff_gender,consultant,wife,SPOUSE,The consultant kissed his wife.
el policia besó a su novia.,es,policia,novia,male,romance,female,diff_gender,cop,girlfriend,FRIEND,The policeman kissed his girlfriend.
el policia besó a su prometida.,es,policia,prometida,male,romance,female,diff_gender,cop,fiancee,ENGAGE,The policeman kissed his fiancée.
el policia besó a su esposa.,es,policia,esposa,male,romance,female,diff_gender,cop,wife,SPOUSE,The policeman kissed his wife.
el consejero besó a su novia.,es,consejero,novia,male,romance,female,diff_gender,counselor,girlfriend,FRIEND,The counselor kissed his girlfriend.
el consejero besó a su prometida.,es,consejero,prometida,male,romance,female,diff_gender,counselor,fiancee,ENGAGE,The counselor kissed his fiancée.
el consejero besó a su esposa.,es,consejero,esposa,male,romance,female,diff_gender,counselor,wife,SPOUSE,The counselor kissed his wife.
el custodio besó a su novia.,es,custodio ,novia,male,romance,female,diff_gender,custodian,girlfriend,FRIEND,The custodian kissed his girlfriend.
el custodio besó a su prometida.,es,custodio ,prometida,male,romance,female,diff_gender,custodian,fiancee,ENGAGE,The custodian kissed his fiancée.
el custodio besó a su esposa.,es,custodio ,esposa,male,romance,female,diff_gender,custodian,wife,SPOUSE,The custodian kissed his wife.
el bailarín besó a su novia.,es,bailarín,novia,male,romance,female,diff_gender,dancer,girlfriend,FRIEND,The dancer kissed his girlfriend.
el bailarín besó a su prometida.,es,bailarín,prometida,male,romance,female,diff_gender,dancer,fiancee,ENGAGE,The dancer kissed his fiancée.
el bailarín besó a su esposa.,es,bailarín,esposa,male,romance,female,diff_gender,dancer,wife,SPOUSE,The dancer kissed his wife.
el dentista besó a su novia.,es,dentista,novia,male,romance,female,diff_gender,dentist,girlfriend,FRIEND,The dentist kissed his girlfriend.
el dentista besó a su prometida.,es,dentista,prometida,male,romance,female,diff_gender,dentist,fiancee,ENGAGE,The dentist kissed his fiancée.
el dentista besó a su esposa.,es,dentista,esposa,male,romance,female,diff_gender,dentist,wife,SPOUSE,The dentist kissed his wife.
el director besó a su novia.,es,director,novia,male,romance,female,diff_gender,director,girlfriend,FRIEND,The director kissed his girlfriend.
el director besó a su prometida.,es,director,prometida,male,romance,female,diff_gender,director,fiancee,ENGAGE,The director kissed his fiancée.
el director besó a su esposa.,es,director,esposa,male,romance,female,diff_gender,director,wife,SPOUSE,The director kissed his wife.
el doctor besó a su novia.,es,doctor,novia,male,romance,female,diff_gender,doctor,girlfriend,FRIEND,The doctor kissed his girlfriend.
el doctor besó a su prometida.,es,doctor,prometida,male,romance,female,diff_gender,doctor,fiancee,ENGAGE,The doctor kissed his fiancée.
el doctor besó a su esposa.,es,doctor,esposa,male,romance,female,diff_gender,doctor,wife,SPOUSE,The doctor kissed his wife.
el editor besó a su novia.,es,editor,novia,male,romance,female,diff_gender,editor,girlfriend,FRIEND,The editor kissed his girlfriend.
el editor besó a su prometida.,es,editor,prometida,male,romance,female,diff_gender,editor,fiancee,ENGAGE,The editor kissed his fiancée.
el editor besó a su esposa.,es,editor,esposa,male,romance,female,diff_gender,editor,wife,SPOUSE,The editor kissed his wife.
el electricista besó a su novia.,es,electricista,novia,male,romance,female,diff_gender,electrician,girlfriend,FRIEND,The electrician kissed his girlfriend.
el electricista besó a su prometida.,es,electricista,prometida,male,romance,female,diff_gender,electrician,fiancee,ENGAGE,The electrician kissed his fiancée.
el electricista besó a su esposa.,es,electricista,esposa,male,romance,female,diff_gender,electrician,wife,SPOUSE,The electrician kissed his wife.
el ingénieur besó a su novia.,es,ingénieur,novia,male,romance,female,diff_gender,engineer,girlfriend,FRIEND,El Ingénieur kissed his bride.
el ingénieur besó a su prometida.,es,ingénieur,prometida,male,romance,female,diff_gender,engineer,fiancee,ENGAGE,El Ingénieur kissed his fiancée.
el ingénieur besó a su esposa.,es,ingénieur,esposa,male,romance,female,diff_gender,engineer,wife,SPOUSE,The Ingénieur kissed his wife.
el animador besó a su novia.,es,animador,novia,male,romance,female,diff_gender,entertainer,girlfriend,FRIEND,The entertainer kissed his girlfriend.
el animador besó a su prometida.,es,animador,prometida,male,romance,female,diff_gender,entertainer,fiancee,ENGAGE,The entertainer kissed his fiancée.
el animador besó a su esposa.,es,animador,esposa,male,romance,female,diff_gender,entertainer,wife,SPOUSE,The entertainer kissed his wife.
el emprendedor besó a su novia.,es,emprendedor,novia,male,romance,female,diff_gender,entrepreneur,girlfriend,FRIEND,The entrepreneur kissed his girlfriend.
el emprendedor besó a su prometida.,es,emprendedor,prometida,male,romance,female,diff_gender,entrepreneur,fiancee,ENGAGE,The entrepreneur kissed his fiancée.
el emprendedor besó a su esposa.,es,emprendedor,esposa,male,romance,female,diff_gender,entrepreneur,wife,SPOUSE,The entrepreneur kissed his wife.
el agricultor besó a su novia.,es,agricultor,novia,male,romance,female,diff_gender,farmer,girlfriend,FRIEND,The farmer kissed his girlfriend.
el agricultor besó a su prometida.,es,agricultor,prometida,male,romance,female,diff_gender,farmer,fiancee,ENGAGE,The farmer kissed his fiancée.
el agricultor besó a su esposa.,es,agricultor,esposa,male,romance,female,diff_gender,farmer,wife,SPOUSE,The farmer kissed his wife.
el bombero besó a su novia.,es,bombero,novia,male,romance,female,diff_gender,firefighter,girlfriend,FRIEND,The firefighter kissed his girlfriend.
el bombero besó a su prometida.,es,bombero,prometida,male,romance,female,diff_gender,firefighter,fiancee,ENGAGE,The firefighter kissed his fiancée.
el bombero besó a su esposa.,es,bombero,esposa,male,romance,female,diff_gender,firefighter,wife,SPOUSE,The firefighter kissed his wife.
el periodista besó a su novia.,es,periodista,novia,male,romance,female,diff_gender,journalist,girlfriend,FRIEND,The journalist kissed his girlfriend.
el periodista besó a su prometida.,es,periodista,prometida,male,romance,female,diff_gender,journalist,fiancee,ENGAGE,The journalist kissed his fiancée.
el periodista besó a su esposa.,es,periodista,esposa,male,romance,female,diff_gender,journalist,wife,SPOUSE,The journalist kissed his wife.
el juez besó a su novia.,es,juez,novia,male,romance,female,diff_gender,judge,girlfriend,FRIEND,The judge kissed his girlfriend.
el juez besó a su prometida.,es,juez,prometida,male,romance,female,diff_gender,judge,fiancee,ENGAGE,The judge kissed his fiancée.
el juez besó a su esposa.,es,juez,esposa,male,romance,female,diff_gender,judge,wife,SPOUSE,The judge kissed his wife.
el trabajador besó a su novia.,es,trabajador,novia,male,romance,female,diff_gender,laborer,girlfriend,FRIEND,The worker kissed his girlfriend.
el trabajador besó a su prometida.,es,trabajador,prometida,male,romance,female,diff_gender,laborer,fiancee,ENGAGE,The worker kissed his fiancée.
el trabajador besó a su esposa.,es,trabajador,esposa,male,romance,female,diff_gender,laborer,wife,SPOUSE,The worker kissed his wife.
el arrendador besó a su novia.,es,arrendador,novia,male,romance,female,diff_gender,landlord,girlfriend,FRIEND,The landlord kissed his girlfriend.
el arrendador besó a su prometida.,es,arrendador,prometida,male,romance,female,diff_gender,landlord,fiancee,ENGAGE,The landlord kissed his fiancée.
el arrendador besó a su esposa.,es,arrendador,esposa,male,romance,female,diff_gender,landlord,wife,SPOUSE,The landlord kissed his wife.
el abogado besó a su novia.,es,abogado,novia,male,romance,female,diff_gender,lawyer,girlfriend,FRIEND,The lawyer kissed his girlfriend.
el abogado besó a su prometida.,es,abogado,prometida,male,romance,female,diff_gender,lawyer,fiancee,ENGAGE,The lawyer kissed his fiancée.
el abogado besó a su esposa.,es,abogado,esposa,male,romance,female,diff_gender,lawyer,wife,SPOUSE,The lawyer kissed his wife.
el bibliotecario besó a su novia.,es,bibliotecario,novia,male,romance,female,diff_gender,librarian,girlfriend,FRIEND,The librarian kissed his girlfriend.
el bibliotecario besó a su prometida.,es,bibliotecario,prometida,male,romance,female,diff_gender,librarian,fiancee,ENGAGE,The librarian kissed his fiancée.
el bibliotecario besó a su esposa.,es,bibliotecario,esposa,male,romance,female,diff_gender,librarian,wife,SPOUSE,The librarian kissed his wife.
el mecánico besó a su novia.,es,mecánico,novia,male,romance,female,diff_gender,mechanic,girlfriend,FRIEND,The mechanic kissed his girlfriend.
el mecánico besó a su prometida.,es,mecánico,prometida,male,romance,female,diff_gender,mechanic,fiancee,ENGAGE,The mechanic kissed his fiancée.
el mecánico besó a su esposa.,es,mecánico,esposa,male,romance,female,diff_gender,mechanic,wife,SPOUSE,The mechanic kissed his wife.
el niñera besó a su novia.,es,niñera,novia,male,romance,female,diff_gender,nanny,girlfriend,FRIEND,The nanny kissed his girlfriend.
el niñera besó a su prometida.,es,niñera,prometida,male,romance,female,diff_gender,nanny,fiancee,ENGAGE,The nanny kissed his fiancée.
el niñera besó a su esposa.,es,niñera,esposa,male,romance,female,diff_gender,nanny,wife,SPOUSE,The nanny kissed his wife.
el enfermero besó a su novia.,es,enfermero,novia,male,romance,female,diff_gender,nurse,girlfriend,FRIEND,The nurse kissed his girlfriend.
el enfermero besó a su prometida.,es,enfermero,prometida,male,romance,female,diff_gender,nurse,fiancee,ENGAGE,The nurse kissed his fiancée.
el enfermero besó a su esposa.,es,enfermero,esposa,male,romance,female,diff_gender,nurse,wife,SPOUSE,The nurse kissed his wife.
el pintor besó a su novia.,es,pintor,novia,male,romance,female,diff_gender,painter,girlfriend,FRIEND,The painter kissed his girlfriend.
el pintor besó a su prometida.,es,pintor,prometida,male,romance,female,diff_gender,painter,fiancee,ENGAGE,The painter kissed his fiancée.
el pintor besó a su esposa.,es,pintor,esposa,male,romance,female,diff_gender,painter,wife,SPOUSE,The painter kissed his wife.
el farmacéutico besó a su novia.,es,farmacéutico,novia,male,romance,female,diff_gender,pharmacist,girlfriend,FRIEND,The pharmacist kissed his girlfriend.
el farmacéutico besó a su prometida.,es,farmacéutico,prometida,male,romance,female,diff_gender,pharmacist,fiancee,ENGAGE,The pharmacist kissed his fiancée.
el farmacéutico besó a su esposa.,es,farmacéutico,esposa,male,romance,female,diff_gender,pharmacist,wife,SPOUSE,The pharmacist kissed his wife.
el fotógrafo besó a su novia.,es,fotógrafo,novia,male,romance,female,diff_gender,photographer,girlfriend,FRIEND,The photographer kissed his girlfriend.
el fotógrafo besó a su prometida.,es,fotógrafo,prometida,male,romance,female,diff_gender,photographer,fiancee,ENGAGE,The photographer kissed his fiancée.
el fotógrafo besó a su esposa.,es,fotógrafo,esposa,male,romance,female,diff_gender,photographer,wife,SPOUSE,The photographer kissed his wife.
el fontanero besó a su novia.,es,fontanero,novia,male,romance,female,diff_gender,plumber,girlfriend,FRIEND,The plumber kissed his girlfriend.
el fontanero besó a su prometida.,es,fontanero,prometida,male,romance,female,diff_gender,plumber,fiancee,ENGAGE,The plumber kissed his fiancée.
el fontanero besó a su esposa.,es,fontanero,esposa,male,romance,female,diff_gender,plumber,wife,SPOUSE,The plumber kissed his wife.
el presidente besó a su novia.,es,presidente,novia,male,romance,female,diff_gender,president,girlfriend,FRIEND,The president kissed his girlfriend.
el presidente besó a su prometida.,es,presidente,prometida,male,romance,female,diff_gender,president,fiancee,ENGAGE,The president kissed his fiancée.
el presidente besó a su esposa.,es,presidente,esposa,male,romance,female,diff_gender,president,wife,SPOUSE,The president kissed his wife.
el profesor besó a su novia.,es,profesor,novia,male,romance,female,diff_gender,professor,girlfriend,FRIEND,The professor kissed his girlfriend.
el profesor besó a su prometida.,es,profesor,prometida,male,romance,female,diff_gender,professor,fiancee,ENGAGE,The professor kissed his fiancée.
el profesor besó a su esposa.,es,profesor,esposa,male,romance,female,diff_gender,professor,wife,SPOUSE,The professor kissed his wife.
el psicologo besó a su novia.,es,psicologo,novia,male,romance,female,diff_gender,psychologist,girlfriend,FRIEND,The psychologist kissed his girlfriend.
el psicologo besó a su prometida.,es,psicologo,prometida,male,romance,female,diff_gender,psychologist,fiancee,ENGAGE,The psychologist kissed his fiancée.
el psicologo besó a su esposa.,es,psicologo,esposa,male,romance,female,diff_gender,psychologist,wife,SPOUSE,The psychologist kissed his wife.
el inmobiliaria besó a su novia.,es,inmobiliaria,novia,male,romance,female,diff_gender,realtor,girlfriend,FRIEND,The real estate agent kissed his girlfriend.
el inmobiliaria besó a su prometida.,es,inmobiliaria,prometida,male,romance,female,diff_gender,realtor,fiancee,ENGAGE,The real estate agent kissed his fiancée.
el inmobiliaria besó a su esposa.,es,inmobiliaria,esposa,male,romance,female,diff_gender,realtor,wife,SPOUSE,The real estate agent kissed his wife.
el científico besó a su novia.,es,científico,novia,male,romance,female,diff_gender,scientist,girlfriend,FRIEND,The scientist kissed his girlfriend.
el científico besó a su prometida.,es,científico,prometida,male,romance,female,diff_gender,scientist,fiancee,ENGAGE,The scientist kissed his fiancée.
el científico besó a su esposa.,es,científico,esposa,male,romance,female,diff_gender,scientist,wife,SPOUSE,The scientist kissed his wife.
el secretario besó a su novia.,es,secretario,novia,male,romance,female,diff_gender,secretary,girlfriend,FRIEND,The secretary kissed his girlfriend.
el secretario besó a su prometida.,es,secretario,prometida,male,romance,female,diff_gender,secretary,fiancee,ENGAGE,The secretary kissed his fiancée.
el secretario besó a su esposa.,es,secretario,esposa,male,romance,female,diff_gender,secretary,wife,SPOUSE,The secretary kissed his wife.
el senador besó a su novia.,es,senador,novia,male,romance,female,diff_gender,senator,girlfriend,FRIEND,The senator kissed his girlfriend.
el senador besó a su prometida.,es,senador,prometida,male,romance,female,diff_gender,senator,fiancee,ENGAGE,The senator kissed his fiancée.
el senador besó a su esposa.,es,senador,esposa,male,romance,female,diff_gender,senator,wife,SPOUSE,The senator kissed his wife.
el cantante besó a su novia.,es,cantante,novia,male,romance,female,diff_gender,singer,girlfriend,FRIEND,The singer kissed his girlfriend.
el cantante besó a su prometida.,es,cantante,prometida,male,romance,female,diff_gender,singer,fiancee,ENGAGE,The singer kissed his fiancée.
el cantante besó a su esposa.,es,cantante,esposa,male,romance,female,diff_gender,singer,wife,SPOUSE,The singer kissed his wife.
el estudiante besó a su novia.,es,estudiante,novia,male,romance,female,diff_gender,student,girlfriend,FRIEND,The student kissed his girlfriend.
el estudiante besó a su prometida.,es,estudiante,prometida,male,romance,female,diff_gender,student,fiancee,ENGAGE,The student kissed his fiancée.
el estudiante besó a su esposa.,es,estudiante,esposa,male,romance,female,diff_gender,student,wife,SPOUSE,The student kissed his wife.
el cirujano besó a su novia.,es,cirujano,novia,male,romance,female,diff_gender,surgeon,girlfriend,FRIEND,The surgeon kissed his girlfriend.
el cirujano besó a su prometida.,es,cirujano,prometida,male,romance,female,diff_gender,surgeon,fiancee,ENGAGE,The surgeon kissed his fiancée.
el cirujano besó a su esposa.,es,cirujano,esposa,male,romance,female,diff_gender,surgeon,wife,SPOUSE,The surgeon kissed his wife.
el maestro besó a su novia.,es,maestro,novia,male,romance,female,diff_gender,teacher,girlfriend,FRIEND,The master kissed his girlfriend.
el maestro besó a su prometida.,es,maestro,prometida,male,romance,female,diff_gender,teacher,fiancee,ENGAGE,The master kissed his fiancée.
el maestro besó a su esposa.,es,maestro,esposa,male,romance,female,diff_gender,teacher,wife,SPOUSE,The master kissed his wife.
el escritor besó a su novia.,es,escritor,novia,male,romance,female,diff_gender,writer,girlfriend,FRIEND,The writer kissed his girlfriend.
el escritor besó a su prometida.,es,escritor,prometida,male,romance,female,diff_gender,writer,fiancee,ENGAGE,The writer kissed his fiancée.
el escritor besó a su esposa.,es,escritor,esposa,male,romance,female,diff_gender,writer,wife,SPOUSE,The writer kissed his wife.
la analista besó a su novio.,es,analista,novio,female,romance,male,diff_gender,analyst,boyfriend,FRIEND,The analyst kissed her boyfriend.
la analista besó a su prometido.,es,analista,prometido,female,romance,male,diff_gender,analyst,fiance,ENGAGE,The analyst kissed her fiancé.
la analista besó a su esposo.,es,analista,esposo,female,romance,male,diff_gender,analyst,husband,SPOUSE,The analyst kissed her husband.
la artista besó a su novio.,es,artista,novio,female,romance,male,diff_gender,artist,boyfriend,FRIEND,The artist kissed her boyfriend.
la artista besó a su prometido.,es,artista,prometido,female,romance,male,diff_gender,artist,fiance,ENGAGE,The artist kissed her fiancé.
la artista besó a su esposo.,es,artista,esposo,female,romance,male,diff_gender,artist,husband,SPOUSE,The artist kissed her husband.
la deportista besó a su novio.,es,deportista,novio,female,romance,male,diff_gender,athlete,boyfriend,FRIEND,The athlete kissed her boyfriend.
la deportista besó a su prometido.,es,deportista,prometido,female,romance,male,diff_gender,athlete,fiance,ENGAGE,The athlete kissed her fiancé.
la deportista besó a su esposo.,es,deportista,esposo,female,romance,male,diff_gender,athlete,husband,SPOUSE,The athlete kissed her husband.
la autora besó a su novio.,es,autora,novio,female,romance,male,diff_gender,author,boyfriend,FRIEND,The author kissed her boyfriend.
la autora besó a su prometido.,es,autora,prometido,female,romance,male,diff_gender,author,fiance,ENGAGE,The author kissed her fiancé.
la autora besó a su esposo.,es,autora,esposo,female,romance,male,diff_gender,author,husband,SPOUSE,The author kissed her husband.
la panadera besó a su novio.,es,panadera,novio,female,romance,male,diff_gender,baker,boyfriend,FRIEND,The baker kissed her boyfriend.
la panadera besó a su prometido.,es,panadera,prometido,female,romance,male,diff_gender,baker,fiance,ENGAGE,The baker kissed her fiancé.
la panadera besó a su esposo.,es,panadera,esposo,female,romance,male,diff_gender,baker,husband,SPOUSE,The baker kissed her husband.
la banquera besó a su novio.,es,banquera,novio,female,romance,male,diff_gender,banker,boyfriend,FRIEND,The banker kissed her boyfriend.
la banquera besó a su prometido.,es,banquera,prometido,female,romance,male,diff_gender,banker,fiance,ENGAGE,The banker kissed her fiancé.
la banquera besó a su esposo.,es,banquera,esposo,female,romance,male,diff_gender,banker,husband,SPOUSE,The banker kissed her husband.
la peluquera besó a su novio.,es,peluquera,novio,female,romance,male,diff_gender,barber,boyfriend,FRIEND,The hairdresser kissed her boyfriend.
la peluquera besó a su prometido.,es,peluquera,prometido,female,romance,male,diff_gender,barber,fiance,ENGAGE,The hairdresser kissed her fiancé.
la peluquera besó a su esposo.,es,peluquera,esposo,female,romance,male,diff_gender,barber,husband,SPOUSE,The hairdresser kissed her husband.
la jefa besó a su novio.,es,jefa,novio,female,romance,male,diff_gender,boss,boyfriend,FRIEND,The boss kissed her boyfriend.
la jefa besó a su prometido.,es,jefa,prometido,female,romance,male,diff_gender,boss,fiance,ENGAGE,The boss kissed her fiancé.
la jefa besó a su esposo.,es,jefa,esposo,female,romance,male,diff_gender,boss,husband,SPOUSE,The boss kissed her husband.
la carpintera besó a su novio.,es,carpintera,novio,female,romance,male,diff_gender,carpenter,boyfriend,FRIEND,The carpenter kissed her boyfriend.
la carpintera besó a su prometido.,es,carpintera,prometido,female,romance,male,diff_gender,carpenter,fiance,ENGAGE,The carpenter kissed her fiancé.
la carpintera besó a su esposo.,es,carpintera,esposo,female,romance,male,diff_gender,carpenter,husband,SPOUSE,The carpenter kissed her husband.
la entrenadora besó a su novio.,es,entrenadora,novio,female,romance,male,diff_gender,coach,boyfriend,FRIEND,The coach kissed her boyfriend.
